0,0
1,15
2,15
3,16
4,17
5,17
6,19
7,19
8,20
9,21
10,23
11,24
12,26
13,29
14,31
15,33
16,33
17,33
18,35
19,36
20,37
21,40
22,41
23,43
24,46
25,49
26,56
27,59
28,63
29,67
30,67
31,68
32,70
33,72
34,73
35,74
36,79
37,84
38,86
39,87
40,91
41,97
42,105
43,108
44,110
45,112
46,114
47,116
48,121
49,122
50,126
51,130
52,134
53,138
54,143
55,147
56,153
57,155
58,163
59,168
60,171
61,175
62,177
63,182
64,185
65,190
66,193
67,196
68,202
69,205
70,209
71,215
72,225
73,227
74,230
75,236
76,240
77,245
78,252
79,257
80,259
81,263
82,264
83,268
84,270
85,276
86,284
87,287
88,288
89,292
90,298
91,299
92,302
93,304
94,308
95,315
96,323
97,325
98,328
99,336
100,340
101,345
102,339
103,335
104,331
105,327
106,320
107,317
108,311
109,306
110,299
111,297
112,296
113,294
114,289
115,285
116,277
117,273
118,268
119,265
120,263
121,258
122,253
123,245
124,239
125,231
126,228
127,224
128,220
129,218
130,216
131,214
132,211
133,207
134,204
135,200
136,193
137,188
138,184
139,180
140,175
141,168
142,166
143,163
144,161
145,160
146,155
147,152
148,148
149,142
150,139
151,132
152,128
153,128
154,124
155,122
156,116
157,114
158,112
159,105
160,99
161,93
162,91
163,88
164,87
165,86
166,83
167,81
168,80
169,81
170,78
171,75
172,74
173,73
174,70
175,67
176,67
177,65
178,63
179,60
180,58
181,56
182,52
183,51
184,48
185,48
186,46
187,44
188,41
189,41
190,40
191,38
192,36
193,35
194,33
195,32
196,30
197,31
198,31
199,29
200,29
201,28
202,27
203,25
204,23
205,22
206,21
207,20
208,20
209,19
210,19
211,19
212,20
213,20
214,18
215,16
216,15
217,15
218,15
219,16
220,16
221,16
222,16
223,15
224,15
225,15
226,15
227,15
228,15
229,14
230,14
231,13
232,13
233,13
234,13
235,14
236,15
237,15
238,15
239,15
240,14
241,14
242,14
243,14
244,15
245,15
246,15
247,15
248,15
249,15
250,15
251,15
252,15
253,17
254,17
255,17
256,17
257,17
258,17
259,17
260,17
261,17
262,17
263,17
264,17
265,17
266,17
267,17
268,17
269,18
270,19
271,19
272,19
273,19
274,19
275,19
276,18
277,18
278,18
279,18
280,19
281,19
282,18
283,18
284,18
285,18
286,18
287,18
288,18
289,18
290,18
291,18
292,18
293,19
294,19
295,19
296,19
297,19
298,19
299,19
300,19
301,18
302,18
303,18
304,18
305,18
306,18
307,17
308,16
309,16
310,15
311,15
312,15
313,15
314,15
315,15
316,15
317,15
318,15
319,15
320,15
321,15
322,14
323,14
324,14
325,13
326,13
327,12
328,12
329,12
330,13
331,13
332,13
333,13
334,13
335,13
336,13
337,13
338,12
339,12
340,12
341,12
342,12
343,12
344,12
345,12
346,12
347,12
348,11
349,11
350,11
351,9
352,9
353,9
354,9
355,11
356,11
357,9
358,9
359,9
360,9
361,9
362,9
363,9
364,9
365,9
366,8
367,8
368,8
369,8
370,8
371,8
372,8
373,8
374,8
375,8
376,8
377,7
378,7
379,7
380,7
381,7
382,7
